CensusTract,County,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomePerCap,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Unemployment
36047117000,Kings,Brooklyn,1606,751,855,60.0,4.0,28.8,0.0,3.1,812,35889,14583,23.6,29.3,12.4,33.7,33.5,7.6,12.8,13.0,1.3,57.4,25.6,0.0,2.7,37.3,16.1
36047117201,Kings,Brooklyn,2536,1299,1237,72.7,2.4,17.1,0.0,5.1,1382,51042,18055,24.8,31.3,20.2,27.7,26.3,6.1,19.7,28.8,0.0,62.3,6.3,0.7,1.8,49.7,10.0
36047117202,Kings,Brooklyn,3121,1463,1658,59.1,3.8,32.3,0.0,2.9,1814,52260,23274,11.3,11.3,18.8,27.4,24.9,14.4,14.6,15.0,1.6,74.7,2.5,1.8,4.4,41.9,5.5
36047117400,Kings,Brooklyn,4268,2070,2198,71.0,2.5,13.1,0.0,12.5,2291,53549,17042,24.0,24.0,10.7,28.3,27.3,15.2,18.5,19.2,7.1,60.8,10.4,1.2,1.3,40.9,6.3
36047117601,Kings,Brooklyn,3037,1435,1602,73.4,4.8,19.0,0.0,2.8,1427,44088,15111,26.2,35.8,15.7,26.5,26.1,15.2,16.5,17.0,7.3,69.0,4.7,0.7,1.2,43.4,9.1
36047117602,Kings,Brooklyn,2800,1263,1537,74.7,3.1,16.4,0.0,1.4,1434,28304,15546,29.1,35.8,17.4,28.6,24.7,19.9,9.3,17.5,0.8,70.0,8.5,2.7,0.5,43.2,8.4
36047117800,Kings,Brooklyn,1665,843,822,51.0,2.2,26.8,0.0,15.0,757,36061,17311,24.8,38.6,9.5,34.1,26.2,13.8,16.3,19.2,0.0,71.6,9.2,0.0,0.0,43.8,8.2
36047118000,Kings,Brooklyn,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36047118201,Kings,Brooklyn,3054,1506,1548,73.4,6.1,14.9,0.0,4.4,1602,42301,16520,19.9,28.0,17.2,34.6,23.7,6.5,18.1,16.4,1.4,77.5,2.2,0.8,1.7,40.7,5.5
36047118202,Kings,Brooklyn,2765,1323,1442,76.4,6.4,12.5,0.0,3.8,1660,46048,21315,27.5,32.7,20.1,29.5,25.3,9.2,16.0,23.0,1.7,68.3,2.9,0.0,4.1,40.9,6.8
36047118400,Kings,Brooklyn,5428,2339,3089,65.3,6.2,11.1,0.0,12.3,2449,50319,15391,25.0,29.8,20.2,36.3,19.1,10.4,14.1,18.2,3.8,66.7,3.5,5.7,2.1,40.5,5.3
36047118600,Kings,Brooklyn,2790,1393,1397,52.1,5.7,27.4,0.9,8.9,1492,41471,14400,35.5,43.0,13.4,27.0,37.5,6.3,15.8,19.2,2.5,75.9,0.8,0.0,1.5,43.8,9.4
36047118800,Kings,Brooklyn,4519,2179,2340,25.3,3.3,59.4,0.0,10.3,2195,30699,13864,32.2,43.2,9.9,28.0,31.8,17.0,13.3,15.7,5.4,76.4,1.1,0.0,1.4,41.0,7.6
36047119000,Kings,Brooklyn,2611,1227,1384,53.1,0.6,34.9,0.0,4.6,1417,30565,10655,44.7,48.4,6.7,46.6,20.4,10.0,16.3,16.4,0.9,74.6,4.3,0.0,3.9,39.4,13.1
36047119200,Kings,Brooklyn,3231,1552,1679,38.7,2.9,49.0,0.0,6.7,1779,43182,16400,37.4,63.6,21.7,27.6,24.5,12.9,13.3,28.1,1.3,65.0,5.6,0.0,0.0,38.6,9.7
36047119400,Kings,Brooklyn,3626,1360,2266,29.9,0.0,68.5,0.0,1.4,1855,32136,15511,28.6,40.6,20.3,30.0,35.4,6.5,7.9,21.4,3.3,69.5,2.7,0.7,2.4,38.8,7.9
36047119600,Kings,Brooklyn,4864,2379,2485,22.6,0.6,57.6,0.6,16.1,2822,32115,16240,24.1,26.2,17.3,39.3,20.4,8.7,14.3,23.8,3.6,63.5,4.0,1.5,3.5,40.4,7.2
36047119800,Kings,Brooklyn,3538,1527,2011,59.0,2.9,35.0,0.5,1.7,1754,31225,13996,38.8,45.8,19.6,31.3,20.5,9.6,19.0,16.5,0.8,76.4,6.3,0.0,0.0,39.3,15.1
36047120000,Kings,Brooklyn,2230,1175,1055,28.3,5.3,47.7,0.0,17.8,1257,32468,13244,36.7,33.0,18.0,36.4,24.1,8.0,13.6,13.9,1.0,76.1,3.7,0.0,5.3,44.7,10.6
36047120200,Kings,Brooklyn,2057,1044,1013,32.3,6.7,37.5,0.5,19.0,1246,47206,16516,27.0,32.6,13.8,30.6,18.9,21.1,15.6,31.1,3.2,58.1,6.1,0.8,0.6,40.2,5.1
36047120800,Kings,Brooklyn,8566,3895,4671,11.4,1.4,84.6,0.0,2.0,5507,32269,16557,26.9,37.8,20.8,39.1,26.1,5.2,8.9,15.8,2.0,77.3,2.8,1.6,0.5,42.8,11.8
36047121000,Kings,Brooklyn,4258,1761,2497,49.0,1.3,48.3,0.2,0.0,2620,17139,10186,51.1,62.6,10.4,53.1,22.7,2.2,11.6,7.3,1.0,85.5,4.4,0.9,0.9,44.6,23.8
36047121400,Kings,Brooklyn,4465,1746,2719,34.6,0.5,64.2,0.0,0.0,2417,19264,10133,48.2,57.4,13.8,40.1,24.6,2.5,19.0,12.3,7.5,71.2,3.1,0.8,5.1,42.7,14.8
36047122000,Kings,Brooklyn,5573,2754,2819,22.1,0.0,73.8,0.0,1.2,3246,43125,21653,20.4,24.1,37.5,28.3,19.5,2.2,12.5,28.0,8.5,62.3,0.0,0.0,1.2,42.2,12.8
36047123700,Kings,Brooklyn,6522,3520,3002,10.9,83.6,3.3,0.0,1.2,2417,30035,8237,58.9,66.8,30.1,14.8,44.4,2.6,8.1,13.2,4.4,33.1,38.3,7.8,3.2,28.1,4.7
36047150200,Kings,Brooklyn,2946,1288,1658,20.1,64.7,2.4,0.4,8.6,2104,100813,46437,6.3,4.0,65.5,13.6,18.0,0.7,2.1,16.8,4.2,58.3,7.8,7.1,5.8,38.0,5.9
36047152200,Kings,Brooklyn,3755,1893,1862,15.4,37.4,19.6,0.3,19.6,2336,81618,34536,19.8,26.8,53.1,13.8,18.4,5.6,9.2,24.2,4.5,56.6,2.4,5.7,6.6,37.7,6.9
36047990100,Kings,Brooklyn,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36061000100,New York,Manhattan,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36061000201,New York,Manhattan,2791,1301,1490,35.3,12.4,6.2,0.0,46.1,2031,20521,13062,48.6,71.4,22.5,37.6,26.2,0.0,13.7,11.8,6.5,45.4,28.2,6.3,1.7,33.0,2.6
36061000202,New York,Manhattan,7768,3314,4454,36.8,17.6,12.8,0.0,27.5,5926,29684,27355,24.6,19.6,40.7,27.6,26.3,2.8,2.6,9.3,3.3,41.5,29.7,9.1,7.0,30.9,15.1
36061000500,New York,Manhattan,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36061000600,New York,Manhattan,12554,5966,6588,33.2,3.4,12.0,0.4,50.6,8072,19863,12802,44.7,55.3,18.3,32.5,35.5,4.6,9.1,14.3,3.2,37.0,37.6,5.1,2.9,30.3,8.7
36061000700,New York,Manhattan,8794,4214,4580,6.6,69.3,2.4,0.0,20.5,6198,117841,89303,10.6,5.3,71.9,3.0,24.2,0.9,0.0,2.5,0.0,62.3,27.8,0.5,6.9,24.9,4.4
36061000800,New York,Manhattan,9465,4602,4863,3.7,5.6,0.9,0.1,83.9,5208,27137,17426,28.9,33.3,23.9,27.6,32.0,1.5,15.1,9.3,7.2,43.1,33.0,5.0,2.4,33.2,10.3
36061000900,New York,Manhattan,1626,946,680,8.2,74.4,1.8,0.0,12.7,1167,147500,111599,6.0,12.9,67.6,2.6,25.5,0.2,4.1,10.0,0.4,51.9,24.1,3.3,10.4,26.1,2.8
36061001001,New York,Manhattan,1528,775,753,26.4,62.8,2.6,0.0,5.2,1235,73239,50515,5.8,0.0,67.3,4.5,19.4,4.7,4.0,8.1,4.7,52.6,15.7,11.1,7.8,31.3,12.0
36061001002,New York,Manhattan,6051,2377,3674,66.4,4.3,16.6,0.4,11.8,4134,17560,12459,38.9,68.1,26.7,31.2,27.6,7.2,7.3,7.0,3.5,70.5,18.9,0.0,0.0,40.9,18.3
36061001200,New York,Manhattan,3755,1907,1848,29.3,41.7,2.9,0.0,23.7,2808,41705,38772,17.6,6.9,54.7,18.7,20.8,1.9,3.9,6.1,1.8,54.6,26.7,8.2,2.6,30.7,5.5
36061001300,New York,Manhattan,4374,1896,2478,10.6,66.0,1.9,0.0,19.5,3207,123558,93787,7.4,0.0,75.2,2.5,20.2,2.0,0.0,2.5,2.1,59.4,27.6,1.4,6.9,22.8,3.3
36061001401,New York,Manhattan,3155,1488,1667,11.8,65.9,3.5,0.0,15.5,2412,76250,64817,5.7,10.8,72.5,6.7,18.6,0.0,2.1,4.1,1.5,60.1,15.7,10.4,8.2,29.0,1.8
36061001402,New York,Manhattan,2932,1315,1617,22.7,32.8,6.2,0.0,32.1,2267,24375,28093,31.0,47.2,48.3,27.9,18.6,1.5,3.7,3.0,0.3,71.4,12.9,4.9,7.6,32.8,5.2
36061001501,New York,Manhattan,6502,3007,3495,10.2,57.6,5.6,0.0,25.1,5474,81867,80454,10.3,0.0,67.8,6.9,20.1,2.5,2.6,5.7,0.0,50.6,32.0,6.8,5.0,22.5,5.0
36061001502,New York,Manhattan,7378,3664,3714,5.8,65.9,3.9,0.5,21.8,5407,133209,77456,8.3,0.0,74.4,5.0,19.8,0.0,0.8,2.9,0.0,60.8,28.0,2.5,5.8,23.7,3.5
36061001600,New York,Manhattan,7550,3452,4098,5.0,13.6,0.3,0.0,78.3,4349,31452,28519,34.6,59.9,47.3,18.0,22.5,5.0,7.1,4.8,3.9,52.9,29.3,4.6,4.5,29.4,4.7
36061001800,New York,Manhattan,8326,4741,3585,9.8,30.7,3.5,0.1,54.5,6174,59416,34216,26.0,40.5,49.1,20.7,17.4,1.5,11.3,3.8,2.3,55.1,22.5,4.9,11.3,29.8,4.2
36061002000,New York,Manhattan,4864,2093,2771,57.8,2.0,15.5,0.0,24.7,3522,16778,10809,48.1,66.0,18.6,40.8,24.8,4.7,11.1,3.4,3.2,68.8,17.5,7.1,0.0,43.5,14.1
36061002100,New York,Manhattan,6735,3484,3251,3.4,75.4,1.5,0.0,15.2,4365,"250,000+",193017,2.9,1.9,79.6,1.0,19.1,0.0,0.3,6.7,1.2,53.7,21.6,8.7,8.2,24.6,1.6
36061002201,New York,Manhattan,6861,3245,3616,42.7,15.6,15.4,0.0,23.8,5536,34988,26403,27.7,40.4,42.1,21.6,25.7,3.0,7.6,2.3,1.7,75.1,17.1,2.1,1.7,36.4,13.0
36061002202,New York,Manhattan,2019,872,1147,14.6,54.5,4.3,0.0,23.9,1585,68750,58922,17.4,8.8,65.6,11.8,16.8,3.9,1.9,1.9,0.5,58.4,28.4,7.9,2.9,29.1,5.5
36061002400,New York,Manhattan,5557,2592,2965,50.2,8.0,14.8,0.0,13.4,4185,22676,21641,38.2,72.5,27.6,41.4,21.5,1.8,7.7,6.9,0.0,55.7,30.2,2.5,4.7,34.8,10.5
36061002500,New York,Manhattan,5137,2247,2890,36.7,0.7,14.5,8.0,39.8,3434,16527,11636,47.6,56.9,21.8,36.5,23.1,2.6,16.0,6.8,1.7,59.6,31.9,0.0,0.0,40.6,17.8
36061002601,New York,Manhattan,4087,1894,2193,48.3,25.7,11.4,0.0,12.5,2852,43854,35495,25.6,34.7,36.2,20.5,29.0,8.7,5.5,9.6,0.6,59.5,25.3,3.5,1.5,33.4,8.4
36061002602,New York,Manhattan,4266,2089,2177,21.7,45.9,3.5,0.9,16.8,3244,70037,49294,14.2,0.0,59.6,7.3,24.8,0.6,7.7,2.3,1.7,42.4,34.3,15.5,3.8,30.7,2.8
36061002700,New York,Manhattan,1343,547,796,1.5,20.6,0.7,1.1,71.3,919,57171,44799,11.8,8.0,47.3,32.4,17.4,0.0,2.9,1.1,1.3,49.2,36.9,7.6,4.0,26.5,4.5
36061002800,New York,Manhattan,7240,3442,3798,48.0,23.7,13.7,0.0,12.3,5079,30056,24697,34.7,57.3,43.3,20.5,23.0,4.4,8.8,8.6,1.0,61.7,20.9,6.2,1.5,33.8,12.0
36061002900,New York,Manhattan,6050,3671,2379,11.5,7.5,10.8,0.2,66.3,4017,30629,26578,20.6,10.6,32.3,30.4,23.4,9.9,4.1,2.8,4.0,45.5,43.6,2.1,2.1,29.4,3.3
36061003001,New York,Manhattan,4216,2239,1977,17.9,50.0,1.8,0.0,22.9,3258,62199,60670,16.0,37.8,65.1,15.3,17.5,0.0,2.2,1.2,0.0,64.4,22.4,9.3,2.8,28.8,9.3
36061003002,New York,Manhattan,2831,1184,1647,25.1,51.8,8.2,0.0,12.7,2390,50625,46124,18.7,35.4,54.4,14.3,22.3,3.3,5.7,4.5,0.3,59.5,22.2,10.3,3.1,29.6,3.9
36061003100,New York,Manhattan,2673,1251,1422,7.3,57.1,7.4,0.4,23.7,2264,183500,70170,13.1,3.9,60.0,7.1,31.0,1.0,1.0,7.4,0.6,54.9,28.6,2.5,6.1,23.5,12.4
36061003200,New York,Manhattan,7871,3710,4161,5.8,76.7,3.7,0.0,12.7,6103,71033,58068,10.9,0.0,63.8,6.6,24.5,1.6,3.4,1.0,0.0,59.7,20.4,12.2,6.7,30.8,4.4
36061003300,New York,Manhattan,5005,2490,2515,7.5,74.2,3.4,0.0,9.5,3461,"250,000+",213267,4.1,0.0,79.5,3.3,16.4,0.0,0.8,5.7,1.0,50.6,21.8,12.1,8.9,24.8,3.5
36061003400,New York,Manhattan,6476,3163,3313,17.3,64.1,1.5,0.0,14.8,5225,67166,59917,24.1,44.9,69.2,9.4,19.6,0.4,1.3,4.7,0.0,55.5,25.5,8.3,6.0,30.0,5.1
36061003601,New York,Manhattan,3238,1835,1403,37.6,25.2,9.3,1.4,23.2,2199,44286,45340,32.9,44.7,47.1,22.3,22.3,4.7,3.6,4.1,0.7,53.1,30.6,6.2,5.3,23.9,14.8
36061003602,New York,Manhattan,3140,1761,1379,15.5,53.3,9.4,1.2,13.4,2602,81250,55379,24.7,27.6,67.8,7.2,19.3,1.3,4.4,7.7,0.0,56.7,20.2,3.6,11.8,27.1,15.5
36061003700,New York,Manhattan,2666,1229,1437,7.8,79.3,2.2,0.0,8.8,1835,129904,117725,4.9,0.0,72.2,4.8,19.8,3.2,0.0,3.7,2.7,56.2,19.6,10.6,7.2,24.5,3.4
36061003800,New York,Manhattan,8614,3779,4835,9.0,66.6,3.1,0.1,18.8,6664,64800,58442,13.9,13.5,69.2,10.8,16.4,0.0,3.6,2.0,0.4,58.1,28.6,6.9,4.0,28.7,4.9
36061003900,New York,Manhattan,5216,2362,2854,11.1,71.2,5.1,0.0,7.6,3817,135250,142738,6.2,8.3,70.2,4.1,24.5,0.0,1.2,7.4,0.8,50.6,20.6,11.0,9.6,28.3,2.8
36061004000,New York,Manhattan,8947,5235,3712,8.5,73.8,6.7,0.0,9.1,7313,85338,55645,13.0,0.0,66.3,13.4,13.8,5.4,1.1,3.4,0.6,63.2,21.6,4.4,6.8,30.3,4.1
36061004100,New York,Manhattan,7897,3838,4059,5.9,34.8,1.0,0.4,55.1,5392,59570,53593,18.5,31.4,50.2,15.7,29.1,2.4,2.5,2.2,1.5,54.0,33.6,5.8,2.9,24.9,5.8
36061004200,New York,Manhattan,5338,2464,2874,4.5,70.1,5.5,0.0,17.3,4037,146304,62141,11.5,12.9,63.4,9.4,26.9,0.2,0.0,3.8,0.0,47.7,31.2,8.1,9.4,21.6,6.5
36061004300,New York,Manhattan,4288,2221,2067,7.8,55.4,0.1,0.0,27.1,3291,71635,68346,18.0,42.7,66.9,6.5,21.6,0.0,5.0,5.9,3.9,66.6,12.0,5.9,5.8,27.8,8.6
36061004400,New York,Manhattan,16200,6893,9307,7.5,72.6,4.0,0.0,14.0,13929,93010,57640,13.1,0.0,68.6,10.5,19.9,0.0,1.0,3.7,3.8,58.1,20.3,4.8,9.2,29.7,2.6
36061004500,New York,Manhattan,984,519,465,2.5,67.9,0.3,0.0,25.2,646,139079,118156,3.8,0.0,65.7,2.7,25.2,1.3,5.2,5.4,0.0,53.9,16.3,7.1,17.3,24.1,3.3
36061004700,New York,Manhattan,2360,1395,965,3.0,83.1,0.0,0.0,6.5,1788,101786,122003,11.2,20.3,73.5,1.1,23.7,0.7,1.0,2.9,0.7,55.7,23.2,9.2,8.3,23.7,5.1
36061004800,New York,Manhattan,7325,2970,4355,6.5,65.9,5.7,0.3,16.9,5739,106789,83549,9.3,0.0,69.7,11.0,17.1,1.6,0.5,4.2,0.0,52.3,25.1,8.3,10.1,23.9,7.3
36061004900,New York,Manhattan,4388,2315,2073,5.0,83.0,2.6,0.0,8.1,3276,97929,89563,4.7,0.0,75.6,4.9,15.3,2.8,1.5,7.6,0.3,46.8,22.9,13.2,9.2,22.9,5.0
36061005000,New York,Manhattan,4998,2210,2788,6.8,78.2,0.0,0.0,14.3,4131,102723,106434,8.0,5.3,73.8,6.2,19.2,0.8,0.0,6.3,2.1,58.2,24.7,5.9,2.9,23.6,10.4
36061005200,New York,Manhattan,3726,1827,1899,5.6,70.5,2.7,0.3,16.6,2940,168375,104742,11.9,16.9,69.0,2.7,27.9,0.0,0.5,4.0,0.5,48.4,24.2,9.4,13.5,21.0,5.6
36061005400,New York,Manhattan,4581,2647,1934,9.5,71.4,1.7,2.4,12.6,3822,132813,117917,4.7,3.2,76.2,2.4,19.1,1.4,1.0,7.0,0.6,57.2,21.2,5.5,8.6,23.2,1.2
36061005501,New York,Manhattan,4747,2536,2211,0.9,72.8,2.5,0.4,17.0,3363,134417,70297,4.8,0.0,93.3,1.0,5.1,0.0,0.6,8.4,2.8,30.3,54.7,1.1,2.6,23.0,3.6
36061005502,New York,Manhattan,2278,1113,1165,15.4,68.7,5.0,0.0,4.8,1754,138523,112533,12.8,0.0,74.3,4.6,18.8,0.7,1.7,6.0,0.8,61.0,18.2,7.3,6.7,27.5,4.4
36061005600,New York,Manhattan,2963,1524,1439,7.7,68.5,6.0,0.0,17.4,2598,115521,128733,19.6,0.0,77.0,5.0,17.3,0.0,0.8,5.9,0.8,68.2,12.3,6.9,5.9,25.3,11.4
36061005700,New York,Manhattan,2899,1315,1584,5.7,76.2,3.2,0.0,11.7,2217,150833,130372,4.5,0.0,74.2,0.7,25.1,0.0,0.0,10.1,2.5,54.3,15.6,8.9,8.5,25.4,4.8
36061005800,New York,Manhattan,3206,1661,1545,3.0,69.4,0.7,0.0,23.9,2434,157934,149562,4.7,0.0,77.1,1.3,19.6,0.0,1.9,3.9,3.0,46.3,27.4,13.0,6.5,25.8,6.6
36061005900,New York,Manhattan,5604,2665,2939,4.6,81.8,2.1,0.3,9.9,4829,103672,119453,3.9,0.0,81.3,2.6,15.7,0.0,0.5,5.1,0.9,47.2,30.3,10.5,5.9,22.4,1.6
36061006000,New York,Manhattan,5063,2365,2698,6.4,73.1,2.5,0.0,15.2,3829,106310,74869,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,5.7
36061006100,New York,Manhattan,5032,2336,2696,6.2,81.1,1.7,0.0,10.0,4242,108973,84699,5.0,11.1,74.2,6.3,18.7,0.0,0.9,5.1,6.7,48.2,20.1,7.6,12.4,23.4,4.0
36061006200,New York,Manhattan,4536,2420,2116,13.2,45.3,17.1,0.1,20.1,2932,82102,33057,36.9,2.3,71.8,7.7,16.7,1.9,1.9,2.3,2.4,40.1,49.5,2.0,3.8,24.8,7.4
36061006300,New York,Manhattan,6330,2921,3409,4.8,79.7,1.0,0.0,10.8,5083,113284,112321,4.0,0.0,77.5,2.3,18.5,0.0,1.7,6.0,1.1,57.2,23.5,6.3,5.9,25.6,5.8
36061006400,New York,Manhattan,8012,3340,4672,5.0,72.9,4.0,1.7,12.4,7103,96090,78800,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,4.3
36061006500,New York,Manhattan,6264,3023,3241,5.5,77.4,3.7,0.0,9.5,5185,97718,68694,12.3,0.0,68.7,5.5,22.3,0.5,3.1,0.9,0.7,59.6,27.4,5.3,6.1,22.7,3.4
36061006600,New York,Manhattan,11252,5588,5664,28.6,52.8,3.5,0.0,13.6,9125,64963,58239,14.7,5.4,68.2,13.6,12.7,0.0,5.5,7.8,2.0,49.3,31.0,2.6,7.2,27.8,3.3
36061006700,New York,Manhattan,5011,2216,2795,3.2,83.9,1.7,0.0,6.5,4281,88492,101718,4.9,4.3,68.7,5.3,24.2,0.8,0.9,4.2,0.7,51.1,25.2,8.7,10.1,23.4,5.7
36061006800,New York,Manhattan,7413,3764,3649,9.7,69.1,6.8,0.1,13.8,6400,109526,80750,11.2,0.0,69.7,5.5,21.4,0.0,3.4,1.0,0.0,56.9,23.9,6.0,12.1,22.7,8.3
36061006900,New York,Manhattan,2604,1447,1157,7.6,73.9,2.8,0.0,7.1,2041,183750,139299,7.4,3.0,75.2,1.7,22.6,0.0,0.5,8.2,0.0,44.9,16.1,15.9,14.9,26.4,3.4
36061007000,New York,Manhattan,8131,3730,4401,2.7,66.7,4.6,0.0,22.2,6763,101848,83971,9.9,4.2,75.6,6.0,17.2,1.2,0.0,2.8,0.4,43.8,41.3,8.8,2.9,24.5,2.6
36061007100,New York,Manhattan,6115,2830,3285,2.7,78.9,1.5,1.9,12.9,5031,125028,112005,8.2,0.0,72.8,5.6,20.4,0.0,1.2,3.1,1.9,60.4,19.3,7.5,7.8,27.0,4.3
36061007200,New York,Manhattan,7640,3515,4125,7.3,65.1,1.1,0.0,21.3,6011,104272,88081,9.2,23.5,67.3,4.4,24.8,0.7,2.9,0.5,1.1,52.4,36.8,2.3,6.8,25.0,6.7
36061007300,New York,Manhattan,5677,3170,2507,9.5,83.3,1.6,0.0,4.9,4762,97149,99274,7.0,8.4,71.7,6.0,20.6,0.0,1.6,1.0,0.4,49.5,31.8,6.4,10.8,23.0,6.2
36061007400,New York,Manhattan,3752,1813,1939,8.7,74.7,2.2,0.0,9.9,3028,128618,131261,12.2,20.9,77.5,0.8,20.2,1.5,0.0,3.7,1.7,37.0,47.6,5.1,4.9,20.8,5.7
36061007500,New York,Manhattan,4358,2214,2144,8.1,83.9,0.6,0.0,5.5,3382,113682,124217,4.5,0.0,73.1,13.7,13.2,0.0,0.0,6.1,0.7,46.4,21.3,10.9,14.6,25.7,8.0
36061007600,New York,Manhattan,1912,843,1069,2.8,45.8,2.6,0.4,46.6,1091,103264,83498,18.6,4.0,75.9,7.6,14.5,0.9,1.1,2.1,2.1,36.5,48.8,3.3,7.2,23.4,3.5
36061007700,New York,Manhattan,5599,3354,2245,8.5,81.4,1.4,0.0,7.4,4728,127729,114729,3.5,2.0,74.2,1.0,21.0,1.7,2.1,5.1,1.8,54.9,21.2,8.2,8.7,22.8,4.2
36061007800,New York,Manhattan,8032,3342,4690,6.3,69.2,3.5,0.0,18.8,6105,120205,93503,7.6,0.0,64.5,4.4,27.5,3.2,0.4,2.5,0.4,41.7,43.7,5.6,6.1,29.6,6.9
36061007900,New York,Manhattan,4101,2201,1900,6.2,87.9,0.3,0.3,3.8,3339,83922,126883,8.8,2.0,72.7,10.1,16.1,0.9,0.2,3.3,0.0,49.4,23.6,12.2,11.6,24.7,4.7
36061008000,New York,Manhattan,5045,2305,2740,6.3,80.8,2.0,0.0,10.1,4003,110242,104572,10.5,2.6,74.4,1.8,21.7,1.3,0.8,3.3,1.3,32.2,43.2,7.7,12.4,23.6,4.9
36061008100,New York,Manhattan,8957,4646,4311,9.2,77.0,1.5,0.0,8.9,7136,111476,108123,10.2,1.9,73.3,4.0,22.0,0.7,0.0,5.7,0.7,55.9,25.1,6.5,6.2,23.8,4.8
36061008200,New York,Manhattan,3060,1561,1499,3.5,72.6,3.4,0.0,18.3,2509,107925,108621,7.4,0.0,73.5,3.1,22.6,0.0,0.9,7.0,1.7,30.1,51.1,1.0,9.2,24.1,0.9
36061008300,New York,Manhattan,3929,1534,2395,30.5,49.0,5.8,0.0,11.5,2974,69303,65689,18.5,12.5,56.8,10.4,31.2,0.9,0.7,2.0,0.8,68.0,17.0,5.8,6.4,28.0,11.3
36061008400,New York,Manhattan,2054,848,1206,7.1,44.1,2.3,0.0,41.2,1239,120938,85826,15.4,0.0,74.8,3.6,16.7,2.0,2.9,4.3,0.0,35.8,47.7,1.9,10.3,19.9,7.3
36061008601,New York,Manhattan,2807,1512,1295,5.5,69.9,1.4,0.0,22.5,2116,142299,89385,5.6,0.0,70.1,3.2,21.0,1.9,3.8,6.4,2.5,35.4,40.6,9.9,5.2,24.6,3.6
36061008602,New York,Manhattan,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,
36061008603,New York,Manhattan,4272,1872,2400,5.9,85.4,0.4,0.0,5.5,3559,142304,162975,5.1,2.2,78.1,6.6,14.6,0.0,0.8,12.7,2.1,25.0,42.3,8.9,9.0,26.1,3.7
36061008700,New York,Manhattan,7159,3829,3330,12.3,74.1,0.8,0.0,9.6,5366,122569,126749,4.6,3.4,64.4,5.1,28.6,1.3,0.6,3.8,1.7,52.9,30.8,7.1,3.7,23.5,4.8
36061008800,New York,Manhattan,6781,3098,3683,5.1,67.1,2.2,0.0,21.2,5413,100179,91200,7.6,8.7,74.8,3.2,20.1,0.0,1.8,5.6,3.3,30.6,46.1,4.4,10.1,29.9,4.1
36061008900,New York,Manhattan,5531,2967,2564,14.7,68.3,7.6,0.0,6.3,4312,89315,104544,12.3,30.0,73.5,8.9,14.3,1.7,1.6,7.1,1.6,52.9,21.3,7.3,9.8,27.6,3.2
36061009000,New York,Manhattan,7306,3428,3878,10.0,60.1,2.4,0.0,25.4,4943,119196,101494,8.9,0.0,73.1,1.8,19.7,3.1,2.2,3.4,1.0,37.0,44.7,5.6,8.4,26.8,2.2
36061009100,New York,Manhattan,6665,3377,3288,6.6,65.1,3.6,0.0,19.6,5565,111505,122725,13.2,16.8,70.6,6.3,21.4,0.3,1.4,1.4,1.8,51.6,21.4,12.0,11.8,23.4,5.9
36061009200,New York,Manhattan,1717,822,895,5.4,75.7,2.0,0.0,16.0,1376,122379,111765,5.4,7.2,75.4,2.1,21.0,0.5,1.1,2.4,0.0,37.2,51.6,1.4,7.4,25.5,1.7
36061009300,New York,Manhattan,10650,5167,5483,19.5,52.4,20.2,0.0,6.6,7726,76058,87393,24.6,74.6,56.0,18.4,20.9,0.0,4.8,4.7,0.4,37.8,35.2,11.6,10.3,30.4,7.0
36061009400,New York,Manhattan,15,11,4,0.0,73.3,0.0,0.0,0.0,15,(X),67220,0.0,,42.9,57.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,0.0
36061009500,New York,Manhattan,3299,1390,1909,4.2,72.9,3.8,0.0,15.6,2438,145956,84944,13.7,6.7,64.0,5.7,27.6,0.4,2.3,2.2,1.7,39.3,37.8,5.5,13.6,22.1,8.4
36061009600,New York,Manhattan,149,87,62,4.7,55.0,0.0,8.1,32.2,102,135313,136078,8.1,0.0,93.1,0.0,6.9,0.0,0.0,6.9,0.0,26.7,58.6,0.0,7.8,25.7,4.1
36061009700,New York,Manhattan,5163,2633,2530,28.2,51.0,2.1,0.2,15.7,4168,43948,57497,16.9,16.8,54.9,20.6,19.9,1.1,3.5,3.7,3.1,39.9,48.2,3.8,1.3,29.2,12.4
36061009800,New York,Manhattan,7654,3764,3890,5.0,78.0,1.1,0.0,14.2,6497,122331,120863,4.1,0.0,65.9,7.6,25.9,0.6,0.0,4.0,0.6,42.8,42.9,3.7,6.0,24.6,2.9
